total_beds,total_occupancy,easy_occupancy,medium_occupancy,hard_occupancy,critical_occupancy,lastUpdate
3321,1198,263,179,461,268,2021-03-02T16:20:18.227Z
100,36,22,15,38,22,2021-03-02T16:20:18.227Z
