section,male,female,lastUpdate,date
0,17454,16659,2020-11-15T04:28:28.080Z,2020-11-15T04:28:28.080Z
10,39226,28156,2020-11-15T04:28:28.080Z,2020-11-15T04:28:28.080Z
20,33534,30496,2020-11-15T04:28:28.080Z,2020-11-15T04:28:28.080Z
30,22357,22092,2020-11-15T04:28:28.080Z,2020-11-15T04:28:28.080Z
40,19562,20671,2020-11-15T04:28:28.080Z,2020-11-15T04:28:28.080Z
50,15206,15727,2020-11-15T04:28:28.080Z,2020-11-15T04:28:28.080Z
60,11064,9821,2020-11-15T04:28:28.080Z,2020-11-15T04:28:28.080Z
70,5445,4984,2020-11-15T04:28:28.080Z,2020-11-15T04:28:28.080Z
80,2345,2941,2020-11-15T04:28:28.080Z,2020-11-15T04:28:28.080Z
90,560,1284,2020-11-15T04:28:28.080Z,2020-11-15T04:28:28.080Z
