name,amount,lastUpdate,date
hard,288,2020-11-15T04:28:28.080Z,2020-11-15T04:28:28.080Z
moderate,106,2020-11-15T04:28:28.080Z,2020-11-15T04:28:28.080Z
critical,130,2020-11-15T04:28:28.080Z,2020-11-15T04:28:28.080Z
name,amount,lastUpdate,date
hard,288,2020-11-15T04:28:28.080Z,2020-11-15T04:28:28.080Z
moderate,106,2020-11-15T04:28:28.080Z,2020-11-15T04:28:28.080Z
critical,130,2020-11-15T04:28:28.080Z,2020-11-15T04:28:28.080Z
