total_beds,total_occupancy,easy_occupancy,medium_occupancy,hard_occupancy,critical_occupancy,lastUpdate
3047,1789,394,264,711,413,2021-02-01T19:55:34.100Z
100,59,22,15,40,23,2021-02-01T19:55:34.100Z
