Verified_Doctors,Verified_Nurses,isolated_Nurses,isolated_Doctors,isolated_Other_Sector,lastUpdate,date
127,267,532,294,1053,2020-08-26T16:11:57.600Z,2020-08-26T16:11:57.600Z
