section,male,female,lastUpdate,date
0,1,1,2020-12-11T11:40:43.183Z,2020-12-11T11:40:43.183Z
10,1,2,2020-12-11T11:40:43.183Z,2020-12-11T11:40:43.183Z
20,2,5,2020-12-11T11:40:43.183Z,2020-12-11T11:40:43.183Z
30,12,7,2020-12-11T11:40:43.183Z,2020-12-11T11:40:43.183Z
40,21,12,2020-12-11T11:40:43.183Z,2020-12-11T11:40:43.183Z
50,101,57,2020-12-11T11:40:43.183Z,2020-12-11T11:40:43.183Z
60,270,114,2020-12-11T11:40:43.183Z,2020-12-11T11:40:43.183Z
70,494,248,2020-12-11T11:40:43.183Z,2020-12-11T11:40:43.183Z
80,546,467,2020-12-11T11:40:43.183Z,2020-12-11T11:40:43.183Z
90,240,368,2020-12-11T11:40:43.183Z,2020-12-11T11:40:43.183Z
