name,amount,lastUpdate,date
hard,414,2020-09-01T19:29:10.310Z,2020-09-01T19:29:10.310Z
moderate,178,2020-09-01T19:29:10.310Z,2020-09-01T19:29:10.310Z
name,amount,lastUpdate,date
hard,414,2020-09-01T19:29:10.310Z,2020-09-01T19:29:10.310Z
moderate,178,2020-09-01T19:29:10.310Z,2020-09-01T19:29:10.310Z
