name,amount,lastUpdate,date
hard,1135,2021-01-27T19:14:37.080Z,2021-01-27T19:14:37.080Z
moderate,234,2021-01-27T19:14:37.080Z,2021-01-27T19:14:37.080Z
critical,399,2021-01-27T19:14:37.080Z,2021-01-27T19:14:37.080Z
breath,315,2021-01-27T19:14:37.080Z,2021-01-27T19:14:37.080Z
name,amount,lastUpdate,date
hard,1135,2021-01-27T19:14:37.080Z,2021-01-27T19:14:37.080Z
moderate,234,2021-01-27T19:14:37.080Z,2021-01-27T19:14:37.080Z
critical,399,2021-01-27T19:14:37.080Z,2021-01-27T19:14:37.080Z
breath,315,2021-01-27T19:14:37.080Z,2021-01-27T19:14:37.080Z
