age_group,vaccinated_first_dose,vaccinated_second_dose,age_group_population,percent_vaccinated_first_dose,persent_vaccinated_second_dose,lastUpdate
10-19,78282,10355,1505185,5.2,0.7,2021-01-27T19:14:37.080Z
20-29,249683,73653,1277634,19.5,5.8,2021-01-27T19:14:37.080Z
30-39,281296,99766,1186386,23.7,8.4,2021-01-27T19:14:37.080Z
40-49,492649,154438,1080768,45.6,14.3,2021-01-27T19:14:37.080Z
50-59,508303,208906,832687,61.0,25.1,2021-01-27T19:14:37.080Z
60-69,543503,392991,735380,73.9,53.4,2021-01-27T19:14:37.080Z
70-79,421222,332656,462148,91.1,72.0,2021-01-27T19:14:37.080Z
80-89,187486,144767,222547,84.2,65.1,2021-01-27T19:14:37.080Z
90+,43962,33916,50589,86.9,67.0,2021-01-27T19:14:37.080Z
