name,amount,lastUpdate,date
hard,1131,2021-02-06T18:59:46.357Z,2021-02-06T18:59:46.357Z
moderate,225,2021-02-06T18:59:46.357Z,2021-02-06T18:59:46.357Z
critical,413,2021-02-06T18:59:46.357Z,2021-02-06T18:59:46.357Z
breath,329,2021-02-06T18:59:46.357Z,2021-02-06T18:59:46.357Z
name,amount,lastUpdate,date
hard,1131,2021-02-06T18:59:46.357Z,2021-02-06T18:59:46.357Z
moderate,225,2021-02-06T18:59:46.357Z,2021-02-06T18:59:46.357Z
critical,413,2021-02-06T18:59:46.357Z,2021-02-06T18:59:46.357Z
breath,329,2021-02-06T18:59:46.357Z,2021-02-06T18:59:46.357Z
