age_group,vaccinated_first_dose,vaccinated_second_dose,age_group_population,percent_vaccinated_first_dose,persent_vaccinated_second_dose,lastUpdate
10-19,149269,18591,1505185,9.9,1.2,2021-02-06T18:59:46.357Z
20-29,385960,117219,1277634,30.2,9.2,2021-02-06T18:59:46.357Z
30-39,455066,161214,1186386,38.4,13.6,2021-02-06T18:59:46.357Z
40-49,621653,257907,1080768,57.5,23.9,2021-02-06T18:59:46.357Z
50-59,569962,360350,832687,68.4,43.3,2021-02-06T18:59:46.357Z
60-69,568211,491014,735380,77.3,66.8,2021-02-06T18:59:46.357Z
70-79,433993,392684,462148,93.9,85.0,2021-02-06T18:59:46.357Z
80-89,193686,173250,222547,87.0,77.8,2021-02-06T18:59:46.357Z
90+,45532,39976,50589,90.0,79.0,2021-02-06T18:59:46.357Z
