total_beds,total_occupancy,easy_occupancy,medium_occupancy,hard_occupancy,critical_occupancy,lastUpdate
3125,1709,323,225,718,413,2021-02-06T18:59:46.357Z
100,55,19,13,42,24,2021-02-06T18:59:46.357Z
