total_beds,total_occupancy,easy_occupancy,medium_occupancy,hard_occupancy,critical_occupancy,lastUpdate
2208,1749,283,219,745,390,2021-01-29T01:31:48.870Z
100,79,16,13,43,22,2021-01-29T01:31:48.870Z
