Verified_Doctors,Verified_Nurses,isolated_Nurses,isolated_Doctors,isolated_Other_Sector,lastUpdate,date
104,242,501,309,946,2020-08-23T16:06:03.420Z,2020-08-23T16:06:03.420Z
