section,male,female,lastUpdate,date
0,2,2,2021-02-11T06:22:53.990Z,2021-02-11T06:22:53.990Z
10,3,2,2021-02-11T06:22:53.990Z,2021-02-11T06:22:53.990Z
20,12,9,2021-02-11T06:22:53.990Z,2021-02-11T06:22:53.990Z
30,17,13,2021-02-11T06:22:53.990Z,2021-02-11T06:22:53.990Z
40,41,33,2021-02-11T06:22:53.990Z,2021-02-11T06:22:53.990Z
50,178,83,2021-02-11T06:22:53.990Z,2021-02-11T06:22:53.990Z
60,500,214,2021-02-11T06:22:53.990Z,2021-02-11T06:22:53.990Z
70,862,442,2021-02-11T06:22:53.990Z,2021-02-11T06:22:53.990Z
80,958,815,2021-02-11T06:22:53.990Z,2021-02-11T06:22:53.990Z
90,465,613,2021-02-11T06:22:53.990Z,2021-02-11T06:22:53.990Z
