total_beds,total_occupancy,easy_occupancy,medium_occupancy,hard_occupancy,critical_occupancy,lastUpdate
2912,1599,298,227,640,387,2021-02-11T06:22:53.990Z
100,55,19,14,40,24,2021-02-11T06:22:53.990Z
