section,male,female,lastUpdate,date
0,0,2,2021-02-11T06:22:53.990Z,2021-02-11T06:22:53.990Z
10,0,5,2021-02-11T06:22:53.990Z,2021-02-11T06:22:53.990Z
20,8,10,2021-02-11T06:22:53.990Z,2021-02-11T06:22:53.990Z
30,32,32,2021-02-11T06:22:53.990Z,2021-02-11T06:22:53.990Z
40,65,30,2021-02-11T06:22:53.990Z,2021-02-11T06:22:53.990Z
50,110,60,2021-02-11T06:22:53.990Z,2021-02-11T06:22:53.990Z
60,139,89,2021-02-11T06:22:53.990Z,2021-02-11T06:22:53.990Z
70,129,84,2021-02-11T06:22:53.990Z,2021-02-11T06:22:53.990Z
80,75,88,2021-02-11T06:22:53.990Z,2021-02-11T06:22:53.990Z
90,19,23,2021-02-11T06:22:53.990Z,2021-02-11T06:22:53.990Z
