name,amount,lastUpdate,date
hard,22,2021-06-19T20:23:28.837Z,2021-06-19T20:23:28.837Z
moderate,15,2021-06-19T20:23:28.837Z,2021-06-19T20:23:28.837Z
critical,18,2021-06-19T20:23:28.837Z,2021-06-19T20:23:28.837Z
breath,17,2021-06-19T20:23:28.837Z,2021-06-19T20:23:28.837Z
