name,amount,lastUpdate,date
hard,298,2020-11-23T04:57:25.560Z,2020-11-23T04:57:25.560Z
moderate,71,2020-11-23T04:57:25.560Z,2020-11-23T04:57:25.560Z
critical,124,2020-11-23T04:57:25.560Z,2020-11-23T04:57:25.560Z
name,amount,lastUpdate,date
hard,298,2020-11-23T04:57:25.560Z,2020-11-23T04:57:25.560Z
moderate,71,2020-11-23T04:57:25.560Z,2020-11-23T04:57:25.560Z
critical,124,2020-11-23T04:57:25.560Z,2020-11-23T04:57:25.560Z
