dates,averages,lastUpdate
"{'begin_date': '10.1.21', 'end_date': '16.1.21'}",8318,2021-02-04T21:09:35.137Z
"{'begin_date': '17.1.21', 'end_date': '23.1.21'}",7121,2021-02-04T21:09:35.137Z
"{'begin_date': '24.1.21', 'end_date': '30.1.21'}",6534,2021-02-04T21:09:35.137Z
"{'begin_date': '31.1.21', 'end_date': '4.2.21'}",7022,2021-02-04T21:09:35.137Z
