section,male,female,lastUpdate,date
0,2,2,2021-02-04T21:09:35.137Z,2021-02-04T21:09:35.137Z
10,3,2,2021-02-04T21:09:35.137Z,2021-02-04T21:09:35.137Z
20,10,9,2021-02-04T21:09:35.137Z,2021-02-04T21:09:35.137Z
30,14,11,2021-02-04T21:09:35.137Z,2021-02-04T21:09:35.137Z
40,39,33,2021-02-04T21:09:35.137Z,2021-02-04T21:09:35.137Z
50,169,80,2021-02-04T21:09:35.137Z,2021-02-04T21:09:35.137Z
60,475,207,2021-02-04T21:09:35.137Z,2021-02-04T21:09:35.137Z
70,824,407,2021-02-04T21:09:35.137Z,2021-02-04T21:09:35.137Z
80,921,773,2021-02-04T21:09:35.137Z,2021-02-04T21:09:35.137Z
90,432,587,2021-02-04T21:09:35.137Z,2021-02-04T21:09:35.137Z
