total_beds,total_occupancy,easy_occupancy,medium_occupancy,hard_occupancy,critical_occupancy,lastUpdate
3060,1658,278,211,676,364,2021-02-04T21:09:35.137Z
100,54,17,13,41,22,2021-02-04T21:09:35.137Z
