section,male,female,lastUpdate,date
0,,1,2020-10-30T08:26:24.713Z,2020-10-30T08:26:24.713Z
10,1.0,3,2020-10-30T08:26:24.713Z,2020-10-30T08:26:24.713Z
20,1.0,2,2020-10-30T08:26:24.713Z,2020-10-30T08:26:24.713Z
30,10.0,5,2020-10-30T08:26:24.713Z,2020-10-30T08:26:24.713Z
40,19.0,9,2020-10-30T08:26:24.713Z,2020-10-30T08:26:24.713Z
50,81.0,42,2020-10-30T08:26:24.713Z,2020-10-30T08:26:24.713Z
60,215.0,91,2020-10-30T08:26:24.713Z,2020-10-30T08:26:24.713Z
70,418.0,201,2020-10-30T08:26:24.713Z,2020-10-30T08:26:24.713Z
80,491.0,380,2020-10-30T08:26:24.713Z,2020-10-30T08:26:24.713Z
90,217.0,328,2020-10-30T08:26:24.713Z,2020-10-30T08:26:24.713Z
