Verified_Doctors,Verified_Nurses,isolated_Nurses,isolated_Doctors,isolated_Other_Sector,lastUpdate,date
113,251,487,294,970,2020-08-25T15:24:02.787Z,2020-08-25T15:24:02.787Z
