section,male,female,lastUpdate,date
0,0,0,2020-10-18T07:09:23.643Z,2020-10-18T07:09:23.643Z
10,1,0,2020-10-18T07:09:23.643Z,2020-10-18T07:09:23.643Z
20,2,1,2020-10-18T07:09:23.643Z,2020-10-18T07:09:23.643Z
30,2,0,2020-10-18T07:09:23.643Z,2020-10-18T07:09:23.643Z
40,10,4,2020-10-18T07:09:23.643Z,2020-10-18T07:09:23.643Z
50,34,9,2020-10-18T07:09:23.643Z,2020-10-18T07:09:23.643Z
60,57,15,2020-10-18T07:09:23.643Z,2020-10-18T07:09:23.643Z
70,48,22,2020-10-18T07:09:23.643Z,2020-10-18T07:09:23.643Z
80,18,9,2020-10-18T07:09:23.643Z,2020-10-18T07:09:23.643Z
90,2,3,2020-10-18T07:09:23.643Z,2020-10-18T07:09:23.643Z
