age_group,vaccinated_first_dose,vaccinated_second_dose,age_group_population,percent_vaccinated_first_dose,persent_vaccinated_second_dose,lastUpdate
10-19,322434,273889,1538337,21.0,17.8,2021-03-31T18:31:26.517Z
20-29,948306,822232,1300361,72.9,63.2,2021-03-31T18:31:26.517Z
30-39,928301,831617,1197026,77.6,69.5,2021-03-31T18:31:26.517Z
40-49,904593,831306,1098556,82.3,75.7,2021-03-31T18:31:26.517Z
50-59,741147,689493,849966,87.2,81.1,2021-03-31T18:31:26.517Z
60-69,657911,624513,741639,88.7,84.2,2021-03-31T18:31:26.517Z
70-79,477345,459970,490784,97.3,93.7,2021-03-31T18:31:26.517Z
80-89,213356,204679,225538,94.6,90.8,2021-03-31T18:31:26.517Z
90+,50146,47235,51496,97.4,91.7,2021-03-31T18:31:26.517Z
