date,new_hospitalized,Counthospitalized,Counthospitalized_without_release,CountHardStatus,CountMediumStatus,CountEasyStatus,CountBreath,CountDeath,total_beds,StandardOccupancy,num_visits,patients_home,patients_hotel,lastUpdate
2020-03-02T00:00:00.000Z,1,11,11,0,0,11,0,0,2041,0.005389514943655071,5632,3,0,2020-09-16T15:33:14.613Z
2020-03-03T00:00:00.000Z,0,10,10,0,0,10,0,0,2041,0.004899559039686428,7857,6,0,2020-09-16T15:33:14.613Z
2020-03-04T00:00:00.000Z,0,12,11,0,0,12,0,0,2041,0.005879470847623714,7012,4,0,2020-09-16T15:33:14.613Z
2020-03-05T00:00:00.000Z,1,13,13,1,0,12,0,0,2041,0.006369426751592357,7012,4,0,2020-09-16T15:33:14.613Z
2020-03-06T00:00:00.000Z,1,16,16,2,0,14,1,0,2041,0.007839294463498285,5177,5,0,2020-09-16T15:33:14.613Z
2020-03-07T00:00:00.000Z,1,20,20,3,0,17,2,0,2041,0.009799118079372856,4861,5,0,2020-09-16T15:33:14.613Z
2020-03-08T00:00:00.000Z,2,26,26,5,0,21,4,0,2041,0.01273885350318471,7330,7,0,2020-09-16T15:33:14.613Z
2020-03-09T00:00:00.000Z,7,39,39,6,0,33,5,0,2041,0.01910828025477707,6205,-2,0,2020-09-16T15:33:14.613Z
2020-03-10T00:00:00.000Z,2,59,59,6,0,53,5,0,2041,0.02890739833414993,6021,11,0,2020-09-16T15:33:14.613Z
2020-03-11T00:00:00.000Z,10,81,81,7,1,73,6,0,2041,0.03968642822146007,5981,8,0,2020-09-16T15:33:14.613Z
2020-03-12T00:00:00.000Z,6,103,101,7,1,95,6,0,2041,0.05046545810877021,5983,10,0,2020-09-16T15:33:14.613Z
2020-03-13T00:00:00.000Z,10,123,122,7,4,112,6,0,2041,0.06026457618814306,4121,23,0,2020-09-16T15:33:14.613Z
2020-03-14T00:00:00.000Z,20,162,161,6,4,152,4,0,2041,0.07937285644292014,3692,13,0,2020-09-16T15:33:14.613Z
2020-03-15T00:00:00.000Z,37,202,200,9,6,187,6,0,2041,0.09897109260166585,5489,13,0,2020-09-16T15:33:14.613Z
2020-03-16T00:00:00.000Z,27,221,215,11,5,205,7,0,2041,0.1082802547770701,4759,71,0,2020-09-16T15:33:14.613Z
2020-03-17T00:00:00.000Z,46,256,256,12,6,238,7,0,2041,0.1254287114159726,4338,120,0,2020-09-16T15:33:14.613Z
2020-03-18T00:00:00.000Z,54,306,269,16,11,279,7,0,2041,0.1499265066144047,3920,220,0,2020-09-16T15:33:14.613Z
2020-03-19T00:00:00.000Z,31,295,264,21,11,263,12,0,2041,0.1445369916707496,4053,351,0,2020-09-16T15:33:14.613Z
2020-03-20T00:00:00.000Z,30,289,251,23,14,252,12,1,2041,0.1415972562469378,3207,526,0,2020-09-16T15:33:14.613Z
2020-03-21T00:00:00.000Z,35,277,274,27,21,229,15,0,2041,0.1357177853993141,2905,709,0,2020-09-16T15:33:14.613Z
2020-03-22T00:00:00.000Z,54,324,305,37,32,255,22,0,2041,0.1587457128858403,4523,924,0,2020-09-16T15:33:14.613Z
2020-03-23T00:00:00.000Z,58,352,323,42,36,274,24,0,2041,0.1724644781969623,4053,1245,0,2020-09-16T15:33:14.613Z
2020-03-24T00:00:00.000Z,82,395,343,45,48,302,26,3,2041,0.1935325820676139,3963,1636,0,2020-09-16T15:33:14.613Z
2020-03-25T00:00:00.000Z,81,413,397,49,53,311,28,1,2041,0.2023517883390495,3666,1994,0,2020-09-16T15:33:14.613Z
2020-03-26T00:00:00.000Z,83,464,413,54,65,345,31,5,2041,0.2273395394414503,3925,2477,0,2020-09-16T15:33:14.613Z
2020-03-27T00:00:00.000Z,110,515,468,65,69,381,37,2,2041,0.2523272905438511,3267,2840,0,2020-09-16T15:33:14.613Z
2020-03-28T00:00:00.000Z,53,513,485,69,81,363,41,1,2041,0.2513473787359138,2834,3279,0,2020-09-16T15:33:14.613Z
2020-03-29T00:00:00.000Z,70,544,516,79,88,377,50,3,2041,0.2665360117589417,4289,3742,0,2020-09-16T15:33:14.613Z
2020-03-30T00:00:00.000Z,121,619,570,88,104,427,55,1,2041,0.3032827045565899,3886,4195,0,2020-09-16T15:33:14.613Z
2020-03-31T00:00:00.000Z,111,668,628,97,115,456,64,4,2041,0.3272905438510534,4005,4803,0,2020-09-16T15:33:14.613Z
2020-04-01T00:00:00.000Z,147,769,728,111,143,515,72,8,2041,0.3767760901518863,4088,4644,689,2020-09-16T15:33:14.613Z
2020-04-02T00:00:00.000Z,115,813,728,113,145,555,79,10,2041,0.3983341499265066,4284,5223,720,2020-09-16T15:33:14.613Z
2020-04-03T00:00:00.000Z,97,804,719,130,159,515,93,5,2041,0.3939245467907888,3494,5735,717,2020-09-16T15:33:14.613Z
2020-04-04T00:00:00.000Z,73,791,752,139,171,481,107,7,2041,0.3875551200391965,3155,6060,718,2020-09-16T15:33:14.613Z
2020-04-05T00:00:00.000Z,100,827,743,135,194,498,107,6,2041,0.4051935325820676,4495,6560,693,2020-09-16T15:33:14.613Z
2020-04-06T00:00:00.000Z,93,814,703,147,209,458,110,7,2041,0.3988241058304753,4088,6839,796,2020-09-16T15:33:14.613Z
2020-04-07T00:00:00.000Z,72,748,656,159,201,388,106,7,2041,0.3664870161685448,4313,7090,819,2020-09-16T15:33:14.613Z
2020-04-08T00:00:00.000Z,57,695,622,166,193,336,115,9,2041,0.3405193532582068,3511,7257,859,2020-09-16T15:33:14.613Z
2020-04-09T00:00:00.000Z,65,665,634,166,187,312,117,9,2041,0.3258206761391475,3363,7375,944,2020-09-16T15:33:14.613Z
2020-04-10T00:00:00.000Z,56,670,598,170,170,330,128,8,2041,0.3282704556589907,4086,7497,1002,2020-09-16T15:33:14.613Z
2020-04-11T00:00:00.000Z,39,627,595,182,162,283,130,6,2041,0.3072023517883391,3172,7604,1061,2020-09-16T15:33:14.613Z
2020-04-12T00:00:00.000Z,90,667,620,177,174,316,130,7,2041,0.3268005879470848,4965,7736,1074,2020-09-16T15:33:14.613Z
2020-04-13T00:00:00.000Z,91,691,629,192,169,330,137,8,2041,0.3385595296423322,4653,7717,1181,2020-09-16T15:33:14.613Z
2020-04-14T00:00:00.000Z,75,676,631,178,170,328,134,8,2041,0.3312101910828025,4376,7679,1229,2020-09-16T15:33:14.613Z
2020-04-15T00:00:00.000Z,69,673,655,180,174,319,133,13,2041,0.3297403233708966,3492,7638,1238,2020-09-16T15:33:14.613Z
2020-04-16T00:00:00.000Z,51,702,643,180,162,360,136,7,2041,0.3439490445859872,5388,7438,1366,2020-09-16T15:33:14.613Z
2020-04-17T00:00:00.000Z,48,666,613,166,163,337,125,9,2041,0.3263106320431161,4188,7391,1348,2020-09-16T15:33:14.613Z
2020-04-18T00:00:00.000Z,42,644,619,174,141,329,118,11,2041,0.315531602155806,3825,6961,1661,2020-09-16T15:33:14.613Z
2020-04-19T00:00:00.000Z,40,621,571,157,147,317,118,8,2041,0.3042626163645272,5788,6913,1707,2020-09-16T15:33:14.613Z
2020-04-20T00:00:00.000Z,49,612,560,154,135,323,123,6,2041,0.2998530132288094,5097,6660,1723,2020-09-16T15:33:14.613Z
2020-04-21T00:00:00.000Z,27,546,510,145,147,254,119,9,2041,0.267515923566879,4921,6498,1738,2020-09-16T15:33:14.613Z
2020-04-22T00:00:00.000Z,36,533,498,149,124,260,110,3,2041,0.2611464968152866,4822,6358,1739,2020-09-16T15:33:14.613Z
2020-04-23T00:00:00.000Z,32,502,454,146,107,249,114,4,2041,0.2459578637922587,5353,6412,1605,2020-09-16T15:33:14.613Z
2020-04-24T00:00:00.000Z,26,462,440,144,109,209,108,3,2041,0.226359627633513,4411,6023,1751,2020-09-16T15:33:14.613Z
2020-04-25T00:00:00.000Z,8,442,429,136,105,201,107,3,2041,0.2165605095541401,3643,5759,1762,2020-09-16T15:33:14.613Z
2020-04-26T00:00:00.000Z,33,441,415,142,92,207,111,2,2041,0.2160705536501715,5757,5631,1737,2020-09-16T15:33:14.613Z
2020-04-27T00:00:00.000Z,21,415,382,133,88,194,102,4,2041,0.2033317001469868,5298,5189,1775,2020-09-16T15:33:14.613Z
2020-04-28T00:00:00.000Z,28,391,367,128,85,178,101,5,2041,0.1915727584517394,4854,4920,1726,2020-09-16T15:33:14.613Z
2020-04-29T00:00:00.000Z,23,377,362,121,87,169,96,6,2041,0.1847133757961783,4207,4567,1726,2020-09-16T15:33:14.613Z
2020-04-30T00:00:00.000Z,19,378,346,113,88,177,90,6,2041,0.185203331700147,5673,4312,1721,2020-09-16T15:33:14.613Z
2020-05-01T00:00:00.000Z,20,353,333,111,85,157,89,4,2041,0.1729544341009309,4551,3772,1746,2020-09-16T15:33:14.613Z
2020-05-02T00:00:00.000Z,13,335,328,112,67,156,90,3,2041,0.1641352278294954,3973,3711,1610,2020-09-16T15:33:14.613Z
2020-05-03T00:00:00.000Z,14,324,300,102,72,150,84,3,2041,0.1587457128858403,5982,3621,1591,2020-09-16T15:33:14.613Z
2020-05-04T00:00:00.000Z,19,320,289,98,74,148,78,3,2041,0.1567858892699657,5531,3369,1545,2020-09-16T15:33:14.613Z
2020-05-05T00:00:00.000Z,9,278,264,92,66,120,72,2,2041,0.1362077413032827,5408,3134,1488,2020-09-16T15:33:14.613Z
2020-05-06T00:00:00.000Z,15,270,251,89,63,118,70,1,2041,0.1322880940715336,5362,3050,1439,2020-09-16T15:33:14.613Z
2020-05-07T00:00:00.000Z,13,258,247,85,62,111,71,1,2041,0.1264086232239099,5634,2861,1423,2020-09-16T15:33:14.613Z
2020-05-08T00:00:00.000Z,13,240,237,78,54,108,64,6,2041,0.1175894169524743,4819,2662,1365,2020-09-16T15:33:14.613Z
2020-05-09T00:00:00.000Z,10,240,238,78,50,112,64,2,2041,0.1175894169524743,3270,2735,1204,2020-09-16T15:33:14.613Z
2020-05-10T00:00:00.000Z,14,244,226,74,52,118,66,5,2041,0.1195492405683489,6334,2649,1202,2020-09-16T15:33:14.613Z
2020-05-11T00:00:00.000Z,9,227,211,69,55,103,60,5,2041,0.1112199902008819,5506,2262,1208,2020-09-16T15:33:14.613Z
2020-05-12T00:00:00.000Z,10,221,204,65,54,102,56,3,2041,0.1082802547770701,5597,2245,1054,2020-09-16T15:33:14.613Z
2020-05-13T00:00:00.000Z,10,199,196,61,49,89,53,3,2041,0.09750122488975992,5581,2193,968,2020-09-16T15:33:14.613Z
2020-05-14T00:00:00.000Z,6,190,183,61,44,85,52,2,2041,0.09309162175404213,5986,2039,917,2020-09-16T15:33:14.613Z
2020-05-15T00:00:00.000Z,2,183,179,61,44,78,52,0,2041,0.08966193042626164,5174,1931,814,2020-09-16T15:33:14.613Z
2020-05-16T00:00:00.000Z,4,179,179,60,41,78,51,3,2041,0.08770210681038706,4525,1902,780,2020-09-16T15:33:14.613Z
2020-05-17T00:00:00.000Z,9,187,174,55,40,92,45,4,2041,0.09162175404213621,6784,1804,756,2020-09-16T15:33:14.613Z
2020-05-18T00:00:00.000Z,3,172,161,52,43,77,43,3,2041,0.08427241548260657,6222,1589,725,2020-09-16T15:33:14.613Z
2020-05-19T00:00:00.000Z,7,160,153,51,44,65,40,2,2041,0.07839294463498285,6324,1561,603,2020-09-16T15:33:14.613Z
2020-05-20T00:00:00.000Z,4,154,141,46,40,68,41,1,2041,0.07545320921117099,6272,1498,570,2020-09-16T15:33:14.613Z
2020-05-21T00:00:00.000Z,8,150,140,47,32,71,37,0,2041,0.07349338559529642,6558,1361,514,2020-09-16T15:33:14.613Z
2020-05-22T00:00:00.000Z,5,146,142,47,33,66,37,0,2041,0.07153356197942186,5410,1275,455,2020-09-16T15:33:14.613Z
2020-05-23T00:00:00.000Z,3,149,149,47,35,67,37,0,2041,0.07300342969132778,4774,1294,400,2020-09-16T15:33:14.613Z
2020-05-24T00:00:00.000Z,0,147,132,43,39,65,34,1,2041,0.0720235178833905,7117,1223,390,2020-09-16T15:33:14.613Z
2020-05-25T00:00:00.000Z,8,131,123,41,32,58,29,2,2041,0.0641842234198922,6531,1121,345,2020-09-16T15:33:14.613Z
2020-05-26T00:00:00.000Z,4,122,117,36,37,49,32,0,2041,0.05977462028417443,6475,1146,283,2020-09-16T15:33:14.613Z
2020-05-27T00:00:00.000Z,4,119,113,39,38,42,36,2,2041,0.0583047525722685,6563,1098,276,2020-09-16T15:33:14.613Z
2020-05-28T00:00:00.000Z,7,112,106,36,36,40,34,1,2041,0.054875061244488,5574,1047,273,2020-09-16T15:33:14.613Z
2020-05-29T00:00:00.000Z,5,116,116,39,36,41,37,0,2041,0.05683488486036257,4730,1142,241,2020-09-16T15:33:14.613Z
2020-05-30T00:00:00.000Z,5,120,119,35,43,42,33,0,2041,0.05879470847623714,4953,1137,241,2020-09-16T15:33:14.613Z
2020-05-31T00:00:00.000Z,5,123,115,35,47,41,31,0,2041,0.06026457618814306,7351,1166,245,2020-09-16T15:33:14.613Z
2020-06-01T00:00:00.000Z,12,124,107,34,45,45,30,3,2041,0.06075453209211171,6487,1186,224,2020-09-16T15:33:14.613Z
2020-06-02T00:00:00.000Z,12,120,113,29,45,46,29,2,2041,0.05879470847623714,6491,1276,202,2020-09-16T15:33:14.613Z
2020-06-03T00:00:00.000Z,8,115,111,28,42,45,25,1,2041,0.05634492895639393,6485,1318,225,2020-09-16T15:33:14.613Z
2020-06-04T00:00:00.000Z,11,123,111,30,37,56,23,0,2041,0.06026457618814306,6894,1399,227,2020-09-16T15:33:14.613Z
2020-06-05T00:00:00.000Z,8,117,107,29,41,47,23,1,2041,0.05732484076433121,5707,1490,228,2020-09-16T15:33:14.613Z
2020-06-06T00:00:00.000Z,9,112,110,29,42,41,21,4,2041,0.054875061244488,5138,1513,239,2020-09-16T15:33:14.613Z
2020-06-07T00:00:00.000Z,13,121,116,29,42,50,23,2,2041,0.05928466438020578,7776,1587,247,2020-09-16T15:33:14.613Z
2020-06-08T00:00:00.000Z,17,131,119,30,46,55,23,0,2041,0.0641842234198922,6604,1711,262,2020-09-16T15:33:14.613Z
2020-06-09T00:00:00.000Z,10,131,118,31,44,56,24,1,2041,0.0641842234198922,6808,1841,259,2020-09-16T15:33:14.613Z
2020-06-10T00:00:00.000Z,24,134,116,32,44,58,24,1,2041,0.06565409113179814,6897,1987,283,2020-09-16T15:33:14.613Z
2020-06-11T00:00:00.000Z,13,139,128,35,41,63,24,0,2041,0.06810387065164135,6901,2056,321,2020-09-16T15:33:14.613Z
2020-06-12T00:00:00.000Z,13,139,128,34,45,60,25,0,2041,0.06810387065164135,5731,2153,338,2020-09-16T15:33:14.613Z
2020-06-13T00:00:00.000Z,11,139,136,35,49,55,26,1,2041,0.06810387065164135,5105,2219,359,2020-09-16T15:33:14.613Z
2020-06-14T00:00:00.000Z,15,147,137,32,50,65,23,2,2041,0.0720235178833905,7667,2312,360,2020-09-16T15:33:14.613Z
2020-06-15T00:00:00.000Z,23,158,136,36,48,74,25,0,2041,0.07741303282704556,6804,2410,393,2020-09-16T15:33:14.613Z
2020-06-16T00:00:00.000Z,22,162,143,38,45,79,26,1,2041,0.07937285644292014,6957,2653,401,2020-09-16T15:33:14.613Z
2020-06-17T00:00:00.000Z,22,160,151,36,48,76,29,0,2041,0.07839294463498285,6593,2838,428,2020-09-16T15:33:14.613Z
2020-06-18T00:00:00.000Z,40,186,161,39,43,104,28,0,2041,0.09113179813816756,6858,3013,471,2020-09-16T15:33:14.613Z
2020-06-19T00:00:00.000Z,30,189,180,39,47,103,29,1,2041,0.0926016658500735,5793,3214,491,2020-09-16T15:33:14.613Z
2020-06-20T00:00:00.000Z,34,212,209,40,50,122,28,1,2041,0.1038706516413523,5061,3267,508,2020-09-16T15:33:14.613Z
2020-06-21T00:00:00.000Z,38,247,213,45,59,143,29,0,2041,0.1210191082802548,7824,3376,520,2020-09-16T15:33:14.613Z
2020-06-22T00:00:00.000Z,23,230,196,43,55,132,29,1,2041,0.1126898579127879,6970,3632,537,2020-09-16T15:33:14.613Z
2020-06-23T00:00:00.000Z,20,216,190,40,51,125,26,2,2041,0.1058304752572268,6629,3957,561,2020-09-16T15:33:14.613Z
2020-06-24T00:00:00.000Z,35,217,191,45,43,129,27,3,2041,0.1063204311611955,6668,4338,606,2020-09-16T15:33:14.613Z
2020-06-25T00:00:00.000Z,25,210,187,44,54,112,28,4,2041,0.102890739833415,6736,4700,633,2020-09-16T15:33:14.613Z
2020-06-26T00:00:00.000Z,47,235,215,45,56,134,26,3,2041,0.1151396374326311,5554,4971,673,2020-09-16T15:33:14.613Z
2020-06-27T00:00:00.000Z,27,236,218,40,55,141,22,3,2041,0.1156295933365997,5038,5260,691,2020-09-16T15:33:14.613Z
2020-06-28T00:00:00.000Z,47,255,215,39,66,150,22,2,2041,0.1249387555120039,7629,5537,689,2020-09-16T15:33:14.613Z
2020-06-29T00:00:00.000Z,46,268,235,44,65,159,24,0,2041,0.1313081822635963,6916,6055,713,2020-09-16T15:33:14.613Z
2020-06-30T00:00:00.000Z,53,291,254,56,67,168,24,1,2041,0.1425771680548751,6584,6666,751,2020-09-16T15:33:14.613Z
2020-07-01T00:00:00.000Z,82,326,277,59,72,195,24,3,2041,0.1597256246937776,6381,7478,771,2020-09-16T15:33:14.613Z
2020-07-02T00:00:00.000Z,65,335,299,72,71,192,28,1,2041,0.1641352278294954,6741,8440,793,2020-09-16T15:33:14.613Z
2020-07-03T00:00:00.000Z,57,352,311,83,74,195,29,2,2041,0.1724644781969623,5669,9142,879,2020-09-16T15:33:14.613Z
2020-07-04T00:00:00.000Z,63,363,340,85,82,196,33,6,2041,0.1778539931406173,3900,9713,962,2020-09-16T15:33:14.613Z
2020-07-05T00:00:00.000Z,82,419,369,94,81,244,32,2,2041,0.2052915237628613,7581,10364,952,2020-09-16T15:33:14.613Z
2020-07-06T00:00:00.000Z,81,437,362,90,95,252,34,8,2041,0.2141107300342969,6675,11278,1022,2020-09-16T15:33:14.613Z
2020-07-07T00:00:00.000Z,107,464,406,94,94,276,35,5,2041,0.2273395394414503,6440,12275,1202,2020-09-16T15:33:14.613Z
2020-07-08T00:00:00.000Z,90,487,428,112,87,288,38,5,2041,0.2386085252327291,6483,13282,1357,2020-09-16T15:33:14.613Z
2020-07-09T00:00:00.000Z,120,541,472,127,98,316,41,5,2041,0.2650661440470358,6617,14265,1643,2020-09-16T15:33:14.613Z
2020-07-10T00:00:00.000Z,88,555,473,132,104,319,41,4,2041,0.2719255267025968,5620,15291,1806,2020-09-16T15:33:14.613Z
2020-07-11T00:00:00.000Z,91,562,523,137,119,306,47,5,2041,0.2753552180303773,4855,16085,1916,2020-09-16T15:33:14.613Z
2020-07-12T00:00:00.000Z,125,639,537,152,124,363,47,7,2041,0.3130818226359627,7556,16902,2017,2020-09-16T15:33:14.613Z
2020-07-13T00:00:00.000Z,119,649,538,184,120,345,53,4,2041,0.3179813816756492,6781,18041,2251,2020-09-16T15:33:14.613Z
2020-07-14T00:00:00.000Z,110,635,570,190,139,306,55,7,2041,0.3111219990200882,6684,19071,2483,2020-09-16T15:33:14.613Z
2020-07-15T00:00:00.000Z,109,671,557,209,120,342,57,6,2041,0.3287604115629593,6558,20323,2733,2020-09-16T15:33:14.613Z
2020-07-16T00:00:00.000Z,135,684,571,209,131,344,59,9,2041,0.3351298383145517,6787,21542,2938,2020-09-16T15:33:14.613Z
2020-07-17T00:00:00.000Z,139,696,611,218,148,330,58,12,2041,0.3410093091621754,5563,22364,3163,2020-09-16T15:33:14.613Z
2020-07-18T00:00:00.000Z,103,700,668,235,149,316,57,8,2041,0.34296913277805,4978,22956,3431,2020-09-16T15:33:14.613Z
2020-07-19T00:00:00.000Z,154,815,687,270,143,402,74,10,2041,0.3993140617344439,7555,23453,3479,2020-09-16T15:33:14.613Z
2020-07-20T00:00:00.000Z,143,814,682,265,147,402,79,12,2041,0.3988241058304753,6654,24373,3819,2020-09-16T15:33:14.613Z
