total_beds,total_occupancy,easy_occupancy,medium_occupancy,hard_occupancy,critical_occupancy,lastUpdate
2020,1845,370,294,754,420,2021-01-25T15:19:21.960Z
100,91,20,16,41,23,2021-01-25T15:19:21.960Z
