section,male,female,lastUpdate,date
0,0,1,2020-11-24T09:18:21.127Z,2020-11-24T09:18:21.127Z
10,1,1,2020-11-24T09:18:21.127Z,2020-11-24T09:18:21.127Z
20,1,0,2020-11-24T09:18:21.127Z,2020-11-24T09:18:21.127Z
30,0,1,2020-11-24T09:18:21.127Z,2020-11-24T09:18:21.127Z
40,11,4,2020-11-24T09:18:21.127Z,2020-11-24T09:18:21.127Z
50,28,18,2020-11-24T09:18:21.127Z,2020-11-24T09:18:21.127Z
60,55,23,2020-11-24T09:18:21.127Z,2020-11-24T09:18:21.127Z
70,49,37,2020-11-24T09:18:21.127Z,2020-11-24T09:18:21.127Z
80,20,22,2020-11-24T09:18:21.127Z,2020-11-24T09:18:21.127Z
90,9,4,2020-11-24T09:18:21.127Z,2020-11-24T09:18:21.127Z
