section,male,female,lastUpdate,date
0,,1,2020-11-24T09:18:21.127Z,2020-11-24T09:18:21.127Z
10,1.0,2,2020-11-24T09:18:21.127Z,2020-11-24T09:18:21.127Z
20,1.0,5,2020-11-24T09:18:21.127Z,2020-11-24T09:18:21.127Z
30,11.0,7,2020-11-24T09:18:21.127Z,2020-11-24T09:18:21.127Z
40,20.0,11,2020-11-24T09:18:21.127Z,2020-11-24T09:18:21.127Z
50,95.0,52,2020-11-24T09:18:21.127Z,2020-11-24T09:18:21.127Z
60,253.0,105,2020-11-24T09:18:21.127Z,2020-11-24T09:18:21.127Z
70,470.0,229,2020-11-24T09:18:21.127Z,2020-11-24T09:18:21.127Z
80,528.0,435,2020-11-24T09:18:21.127Z,2020-11-24T09:18:21.127Z
90,232.0,360,2020-11-24T09:18:21.127Z,2020-11-24T09:18:21.127Z
