section,male,female,lastUpdate,date
0,17777,17010,2020-11-24T09:18:21.127Z,2020-11-24T09:18:21.127Z
10,39768,28717,2020-11-24T09:18:21.127Z,2020-11-24T09:18:21.127Z
20,34125,31219,2020-11-24T09:18:21.127Z,2020-11-24T09:18:21.127Z
30,22854,22725,2020-11-24T09:18:21.127Z,2020-11-24T09:18:21.127Z
40,20028,21224,2020-11-24T09:18:21.127Z,2020-11-24T09:18:21.127Z
50,15548,16155,2020-11-24T09:18:21.127Z,2020-11-24T09:18:21.127Z
60,11343,10096,2020-11-24T09:18:21.127Z,2020-11-24T09:18:21.127Z
70,5596,5119,2020-11-24T09:18:21.127Z,2020-11-24T09:18:21.127Z
80,2387,3014,2020-11-24T09:18:21.127Z,2020-11-24T09:18:21.127Z
90,570,1315,2020-11-24T09:18:21.127Z,2020-11-24T09:18:21.127Z
