total_beds,total_occupancy,easy_occupancy,medium_occupancy,hard_occupancy,critical_occupancy,lastUpdate
2020,1865,369,278,786,374,2021-01-21T08:35:56.320Z
100,92,20,15,42,20,2021-01-21T08:35:56.320Z
