date,new_hospitalized,Counthospitalized,Counthospitalized_without_release,CountHardStatus,CountMediumStatus,CountEasyStatus,CountBreath,CountDeath,total_beds,StandardOccupancy,num_visits,patients_home,patients_hotel,CountBreathCum,CountDeathCum,CountCriticalStatus,CountSeriousCriticalCum,serious_critical_new,lastUpdate
2020-03-02T00:00:00.000Z,3,10,10,0,0,10,0,0,3440,0.002906976744186047,5429,-268,0,0,0,0,0,0,2021-02-25T06:16:52.780Z
2020-03-03T00:00:00.000Z,0,10,10,0,0,10,0,0,3440,0.002906976744186047,7589,-265,0,0,0,0,0,0,2021-02-25T06:16:52.780Z
2020-03-04T00:00:00.000Z,3,12,11,0,0,12,0,0,3440,0.003488372093023256,6755,-266,0,0,0,0,0,0,2021-02-25T06:16:52.780Z
2020-03-05T00:00:00.000Z,2,13,13,1,0,12,0,0,3440,0.00377906976744186,6836,-266,0,0,0,0,1,1,2021-02-25T06:16:52.780Z
2020-03-06T00:00:00.000Z,3,16,16,2,0,14,1,0,3440,0.004651162790697674,4978,-265,0,1,0,0,2,1,2021-02-25T06:16:52.780Z
2020-03-07T00:00:00.000Z,3,20,20,3,0,17,2,0,3440,0.005813953488372093,4682,-265,0,2,0,0,3,1,2021-02-25T06:16:52.780Z
2020-03-08T00:00:00.000Z,8,27,27,5,0,22,4,0,3440,0.007848837209302326,7075,-263,0,4,0,0,5,2,2021-02-25T06:16:52.780Z
2020-03-09T00:00:00.000Z,16,41,41,5,0,36,4,0,3440,0.01191860465116279,6009,-273,0,4,0,0,5,0,2021-02-25T06:16:52.780Z
2020-03-10T00:00:00.000Z,19,61,61,6,0,55,5,0,3440,0.01773255813953488,5803,-260,0,5,0,0,6,1,2021-02-25T06:16:52.780Z
2020-03-11T00:00:00.000Z,25,84,83,7,1,76,6,0,3440,0.02441860465116279,5719,-263,0,6,0,0,7,1,2021-02-25T06:16:52.780Z
2020-03-12T00:00:00.000Z,23,107,105,7,1,99,6,0,3440,0.0311046511627907,5769,-263,0,6,0,0,7,0,2021-02-25T06:16:52.780Z
2020-03-13T00:00:00.000Z,23,127,126,7,5,115,6,0,3440,0.03691860465116279,3985,-250,0,6,0,0,7,0,2021-02-25T06:16:52.780Z
2020-03-14T00:00:00.000Z,41,167,165,6,5,156,4,0,3440,0.04854651162790698,3550,-260,0,6,0,0,8,1,2021-02-25T06:16:52.780Z
2020-03-15T00:00:00.000Z,41,206,204,9,7,190,6,0,3440,0.05988372093023256,5336,-260,0,8,0,0,11,3,2021-02-25T06:16:52.780Z
2020-03-16T00:00:00.000Z,25,226,220,11,6,209,7,0,3440,0.06569767441860465,4620,-203,0,9,0,0,13,2,2021-02-25T06:16:52.780Z
2020-03-17T00:00:00.000Z,46,260,260,12,7,241,7,0,3440,0.0755813953488372,4223,-151,0,9,0,0,14,1,2021-02-25T06:16:52.780Z
2020-03-18T00:00:00.000Z,55,313,275,16,12,285,7,0,3440,0.09098837209302325,3764,-50,0,9,0,0,18,4,2021-02-25T06:16:52.780Z
2020-03-19T00:00:00.000Z,31,302,270,21,12,269,12,0,3440,0.0877906976744186,3927,87,0,14,0,0,23,5,2021-02-25T06:16:52.780Z
2020-03-20T00:00:00.000Z,30,294,256,23,15,256,12,1,3440,0.08546511627906976,3096,267,0,14,1,0,26,3,2021-02-25T06:16:52.780Z
2020-03-21T00:00:00.000Z,34,285,282,27,22,236,15,0,3440,0.08284883720930232,2791,450,0,17,1,0,30,4,2021-02-25T06:16:52.780Z
2020-03-22T00:00:00.000Z,54,334,315,38,33,263,22,0,3440,0.09709302325581395,4359,667,0,24,1,0,41,11,2021-02-25T06:16:52.780Z
2020-03-23T00:00:00.000Z,58,364,331,44,37,283,24,0,3440,0.1058139534883721,3905,997,0,28,1,0,48,7,2021-02-25T06:16:52.780Z
2020-03-24T00:00:00.000Z,81,408,354,48,49,311,26,3,3440,0.1186046511627907,3835,1389,0,30,4,0,55,7,2021-02-25T06:16:52.780Z
2020-03-25T00:00:00.000Z,81,428,411,52,54,322,28,1,3440,0.1244186046511628,3533,1750,0,33,5,0,60,5,2021-02-25T06:16:52.780Z
2020-03-26T00:00:00.000Z,81,484,430,56,67,361,31,5,3440,0.1406976744186047,3789,2236,0,39,10,0,69,10,2021-02-25T06:16:52.780Z
2020-03-27T00:00:00.000Z,110,533,483,67,71,395,37,2,3440,0.1549418604651163,3129,2597,0,46,12,0,82,13,2021-02-25T06:16:52.780Z
2020-03-28T00:00:00.000Z,52,528,497,70,83,375,41,1,3440,0.1534883720930233,2721,3053,0,51,13,0,87,5,2021-02-25T06:16:52.780Z
2020-03-29T00:00:00.000Z,69,557,530,80,88,389,50,3,3440,0.1619186046511628,4118,3534,0,62,16,0,101,14,2021-02-25T06:16:52.780Z
2020-03-30T00:00:00.000Z,122,634,585,89,105,440,54,1,3440,0.1843023255813953,3750,3991,0,69,17,0,113,13,2021-02-25T06:16:52.780Z
2020-03-31T00:00:00.000Z,110,684,641,99,114,471,64,4,3440,0.1988372093023256,3849,4625,0,81,21,0,128,16,2021-02-25T06:16:52.780Z
