section,male,female,lastUpdate,date
0,3,2,2021-02-25T06:16:52.780Z,2021-02-25T06:16:52.780Z
10,3,1,2021-02-25T06:16:52.780Z,2021-02-25T06:16:52.780Z
20,13,12,2021-02-25T06:16:52.780Z,2021-02-25T06:16:52.780Z
30,21,16,2021-02-25T06:16:52.780Z,2021-02-25T06:16:52.780Z
40,46,37,2021-02-25T06:16:52.780Z,2021-02-25T06:16:52.780Z
50,202,89,2021-02-25T06:16:52.780Z,2021-02-25T06:16:52.780Z
60,545,242,2021-02-25T06:16:52.780Z,2021-02-25T06:16:52.780Z
70,927,490,2021-02-25T06:16:52.780Z,2021-02-25T06:16:52.780Z
80,1018,881,2021-02-25T06:16:52.780Z,2021-02-25T06:16:52.780Z
90,478,646,2021-02-25T06:16:52.780Z,2021-02-25T06:16:52.780Z
