total_beds,total_occupancy,easy_occupancy,medium_occupancy,hard_occupancy,critical_occupancy,lastUpdate
3440,1202,215,169,467,303,2021-02-25T06:16:52.780Z
100,35,18,14,39,25,2021-02-25T06:16:52.780Z
