dates,averages,lastUpdate
"{'begin_date': '31.1.21', 'end_date': '6.2.21'}",6582,2021-02-25T06:16:52.780Z
"{'begin_date': '7.2.21', 'end_date': '13.2.21'}",5116,2021-02-25T06:16:52.780Z
"{'begin_date': '14.2.21', 'end_date': '20.2.21'}",3675,2021-02-25T06:16:52.780Z
"{'begin_date': '21.2.21', 'end_date': '24.2.21'}",4158,2021-02-25T06:16:52.780Z
