age_group,vaccinated_first_dose,vaccinated_second_dose,age_group_population,percent_vaccinated_first_dose,persent_vaccinated_second_dose,lastUpdate
10-19,246826,132864,1538337,16.0,8.6,2021-02-25T06:16:52.780Z
20-29,752489,333640,1300361,57.9,25.7,2021-02-25T06:16:52.780Z
30-39,780739,398763,1197026,65.2,33.3,2021-02-25T06:16:52.780Z
40-49,808560,584784,1098556,73.6,53.2,2021-02-25T06:16:52.780Z
50-59,679029,546357,849966,79.9,64.3,2021-02-25T06:16:52.780Z
60-69,619900,554527,741639,83.6,74.8,2021-02-25T06:16:52.780Z
70-79,457933,426237,490784,93.3,86.8,2021-02-25T06:16:52.780Z
80-89,204137,188827,225538,90.5,83.7,2021-02-25T06:16:52.780Z
90+,47966,43508,51496,93.1,84.5,2021-02-25T06:16:52.780Z
