date,amount,lastUpdate
2020-11-29T00:00:00.000Z,795,2020-12-06T07:54:34.380Z
2020-11-30T00:00:00.000Z,1028,2020-12-06T07:54:34.380Z
2020-12-01T00:00:00.000Z,934,2020-12-06T07:54:34.380Z
2020-12-02T00:00:00.000Z,1236,2020-12-06T07:54:34.380Z
2020-12-03T00:00:00.000Z,1106,2020-12-06T07:54:34.380Z
2020-12-04T00:00:00.000Z,1132,2020-12-06T07:54:34.380Z
2020-12-05T00:00:00.000Z,644,2020-12-06T07:54:34.380Z
