name,amount,lastUpdate,date
hard,266,2020-12-02T04:48:18.260Z,2020-12-02T04:48:18.260Z
moderate,67,2020-12-02T04:48:18.260Z,2020-12-02T04:48:18.260Z
critical,93,2020-12-02T04:48:18.260Z,2020-12-02T04:48:18.260Z
name,amount,lastUpdate,date
hard,266,2020-12-02T04:48:18.260Z,2020-12-02T04:48:18.260Z
moderate,67,2020-12-02T04:48:18.260Z,2020-12-02T04:48:18.260Z
critical,93,2020-12-02T04:48:18.260Z,2020-12-02T04:48:18.260Z
