section,male,female,lastUpdate,date
0,18168,17377,2020-12-02T04:48:18.260Z,2020-12-02T04:48:18.260Z
10,40347,29363,2020-12-02T04:48:18.260Z,2020-12-02T04:48:18.260Z
20,34821,32051,2020-12-02T04:48:18.260Z,2020-12-02T04:48:18.260Z
30,23429,23408,2020-12-02T04:48:18.260Z,2020-12-02T04:48:18.260Z
40,20543,21853,2020-12-02T04:48:18.260Z,2020-12-02T04:48:18.260Z
50,15953,16663,2020-12-02T04:48:18.260Z,2020-12-02T04:48:18.260Z
60,11661,10431,2020-12-02T04:48:18.260Z,2020-12-02T04:48:18.260Z
70,5796,5295,2020-12-02T04:48:18.260Z,2020-12-02T04:48:18.260Z
80,2442,3091,2020-12-02T04:48:18.260Z,2020-12-02T04:48:18.260Z
90,584,1345,2020-12-02T04:48:18.260Z,2020-12-02T04:48:18.260Z
