Verified_Doctors,Verified_Nurses,isolated_Nurses,isolated_Doctors,isolated_Other_Sector,lastUpdate,date
247,533,584,222,1605,2020-10-07T04:53:38.940Z,2020-10-07T04:53:38.940Z
