section,male,female,lastUpdate,date
0,16598,15905,2020-10-21T19:13:13.693Z,2020-10-21T19:13:13.693Z
10,38056,26985,2020-10-21T19:13:13.693Z,2020-10-21T19:13:13.693Z
20,31969,28804,2020-10-21T19:13:13.693Z,2020-10-21T19:13:13.693Z
30,21312,20883,2020-10-21T19:13:13.693Z,2020-10-21T19:13:13.693Z
40,18555,19489,2020-10-21T19:13:13.693Z,2020-10-21T19:13:13.693Z
50,14370,14780,2020-10-21T19:13:13.693Z,2020-10-21T19:13:13.693Z
60,10435,9195,2020-10-21T19:13:13.693Z,2020-10-21T19:13:13.693Z
70,5106,4633,2020-10-21T19:13:13.693Z,2020-10-21T19:13:13.693Z
80,2204,2754,2020-10-21T19:13:13.693Z,2020-10-21T19:13:13.693Z
90,522,1196,2020-10-21T19:13:13.693Z,2020-10-21T19:13:13.693Z
