section,male,female,lastUpdate,date
0,17629,16858,2020-11-20T03:47:09.840Z,2020-11-20T03:47:09.840Z
10,39532,28463,2020-11-20T03:47:09.840Z,2020-11-20T03:47:09.840Z
20,33862,30915,2020-11-20T03:47:09.840Z,2020-11-20T03:47:09.840Z
30,22664,22422,2020-11-20T03:47:09.840Z,2020-11-20T03:47:09.840Z
40,19823,20984,2020-11-20T03:47:09.840Z,2020-11-20T03:47:09.840Z
50,15397,15977,2020-11-20T03:47:09.840Z,2020-11-20T03:47:09.840Z
60,11224,9976,2020-11-20T03:47:09.840Z,2020-11-20T03:47:09.840Z
70,5532,5073,2020-11-20T03:47:09.840Z,2020-11-20T03:47:09.840Z
80,2370,2986,2020-11-20T03:47:09.840Z,2020-11-20T03:47:09.840Z
90,566,1300,2020-11-20T03:47:09.840Z,2020-11-20T03:47:09.840Z
