total_beds,total_occupancy,easy_occupancy,medium_occupancy,hard_occupancy,critical_occupancy,lastUpdate
3440,1258,251,186,483,310,2021-02-23T15:59:40.693Z
100,37,20,15,38,25,2021-02-23T15:59:40.693Z
