section,male,female,lastUpdate,date
0,3,1,2021-01-24T20:15:06.353Z,2021-01-24T20:15:06.353Z
10,1,1,2021-01-24T20:15:06.353Z,2021-01-24T20:15:06.353Z
20,6,7,2021-01-24T20:15:06.353Z,2021-01-24T20:15:06.353Z
30,15,15,2021-01-24T20:15:06.353Z,2021-01-24T20:15:06.353Z
40,63,37,2021-01-24T20:15:06.353Z,2021-01-24T20:15:06.353Z
50,106,33,2021-01-24T20:15:06.353Z,2021-01-24T20:15:06.353Z
60,184,80,2021-01-24T20:15:06.353Z,2021-01-24T20:15:06.353Z
70,157,117,2021-01-24T20:15:06.353Z,2021-01-24T20:15:06.353Z
80,98,122,2021-01-24T20:15:06.353Z,2021-01-24T20:15:06.353Z
90,36,44,2021-01-24T20:15:06.353Z,2021-01-24T20:15:06.353Z
