section,male,female,lastUpdate,date
0,0,0,2020-11-29T04:46:21.503Z,2020-11-29T04:46:21.503Z
10,1,0,2020-11-29T04:46:21.503Z,2020-11-29T04:46:21.503Z
20,0,0,2020-11-29T04:46:21.503Z,2020-11-29T04:46:21.503Z
30,0,1,2020-11-29T04:46:21.503Z,2020-11-29T04:46:21.503Z
40,6,2,2020-11-29T04:46:21.503Z,2020-11-29T04:46:21.503Z
50,11,6,2020-11-29T04:46:21.503Z,2020-11-29T04:46:21.503Z
60,18,8,2020-11-29T04:46:21.503Z,2020-11-29T04:46:21.503Z
70,25,15,2020-11-29T04:46:21.503Z,2020-11-29T04:46:21.503Z
80,5,12,2020-11-29T04:46:21.503Z,2020-11-29T04:46:21.503Z
90,2,1,2020-11-29T04:46:21.503Z,2020-11-29T04:46:21.503Z
