section,male,female,lastUpdate,date
0,61858,58438,2021-04-12T14:46:50.723Z,2021-04-12T14:46:50.723Z
10,92185,83798,2021-04-12T14:46:50.723Z,2021-04-12T14:46:50.723Z
20,76914,80410,2021-04-12T14:46:50.723Z,2021-04-12T14:46:50.723Z
30,55845,59952,2021-04-12T14:46:50.723Z,2021-04-12T14:46:50.723Z
40,46440,51548,2021-04-12T14:46:50.723Z,2021-04-12T14:46:50.723Z
50,34584,37455,2021-04-12T14:46:50.723Z,2021-04-12T14:46:50.723Z
60,23603,23155,2021-04-12T14:46:50.723Z,2021-04-12T14:46:50.723Z
70,11799,11792,2021-04-12T14:46:50.723Z,2021-04-12T14:46:50.723Z
80,5272,7237,2021-04-12T14:46:50.723Z,2021-04-12T14:46:50.723Z
90,1439,2977,2021-04-12T14:46:50.723Z,2021-04-12T14:46:50.723Z
