total_beds,total_occupancy,easy_occupancy,medium_occupancy,hard_occupancy,critical_occupancy,lastUpdate
2892,394,88,50,103,147,2021-04-12T14:46:50.723Z
100,14,22,13,26,37,2021-04-12T14:46:50.723Z
