section,male,female,lastUpdate,date
0,2,3,2021-03-11T18:54:44.693Z,2021-03-11T18:54:44.693Z
10,3,1,2021-03-11T18:54:44.693Z,2021-03-11T18:54:44.693Z
20,19,12,2021-03-11T18:54:44.693Z,2021-03-11T18:54:44.693Z
30,23,17,2021-03-11T18:54:44.693Z,2021-03-11T18:54:44.693Z
40,53,47,2021-03-11T18:54:44.693Z,2021-03-11T18:54:44.693Z
50,212,100,2021-03-11T18:54:44.693Z,2021-03-11T18:54:44.693Z
60,572,255,2021-03-11T18:54:44.693Z,2021-03-11T18:54:44.693Z
70,978,525,2021-03-11T18:54:44.693Z,2021-03-11T18:54:44.693Z
80,1056,925,2021-03-11T18:54:44.693Z,2021-03-11T18:54:44.693Z
90,494,670,2021-03-11T18:54:44.693Z,2021-03-11T18:54:44.693Z
