section,male,female,lastUpdate,date
0,1,2,2021-01-23T14:28:52.590Z,2021-01-23T14:28:52.590Z
10,2,2,2021-01-23T14:28:52.590Z,2021-01-23T14:28:52.590Z
20,5,9,2021-01-23T14:28:52.590Z,2021-01-23T14:28:52.590Z
30,14,9,2021-01-23T14:28:52.590Z,2021-01-23T14:28:52.590Z
40,29,29,2021-01-23T14:28:52.590Z,2021-01-23T14:28:52.590Z
50,145,69,2021-01-23T14:28:52.590Z,2021-01-23T14:28:52.590Z
60,408,171,2021-01-23T14:28:52.590Z,2021-01-23T14:28:52.590Z
70,719,355,2021-01-23T14:28:52.590Z,2021-01-23T14:28:52.590Z
80,813,661,2021-01-23T14:28:52.590Z,2021-01-23T14:28:52.590Z
90,373,509,2021-01-23T14:28:52.590Z,2021-01-23T14:28:52.590Z
