section,male,female,lastUpdate,date
0,36782,34984,2021-01-23T14:28:52.590Z,2021-01-23T14:28:52.590Z
10,66682,56531,2021-01-23T14:28:52.590Z,2021-01-23T14:28:52.590Z
20,55918,55864,2021-01-23T14:28:52.590Z,2021-01-23T14:28:52.590Z
30,40108,42202,2021-01-23T14:28:52.590Z,2021-01-23T14:28:52.590Z
40,34813,38265,2021-01-23T14:28:52.590Z,2021-01-23T14:28:52.590Z
50,26802,28519,2021-01-23T14:28:52.590Z,2021-01-23T14:28:52.590Z
60,19381,18252,2021-01-23T14:28:52.590Z,2021-01-23T14:28:52.590Z
70,9660,9215,2021-01-23T14:28:52.590Z,2021-01-23T14:28:52.590Z
80,4164,5585,2021-01-23T14:28:52.590Z,2021-01-23T14:28:52.590Z
90,1094,2358,2021-01-23T14:28:52.590Z,2021-01-23T14:28:52.590Z
