section,male,female,lastUpdate,date
0,0,0,2020-11-08T08:40:18.263Z,2020-11-08T08:40:18.263Z
10,2,0,2020-11-08T08:40:18.263Z,2020-11-08T08:40:18.263Z
20,0,1,2020-11-08T08:40:18.263Z,2020-11-08T08:40:18.263Z
30,1,2,2020-11-08T08:40:18.263Z,2020-11-08T08:40:18.263Z
40,16,10,2020-11-08T08:40:18.263Z,2020-11-08T08:40:18.263Z
50,34,22,2020-11-08T08:40:18.263Z,2020-11-08T08:40:18.263Z
60,62,27,2020-11-08T08:40:18.263Z,2020-11-08T08:40:18.263Z
70,48,42,2020-11-08T08:40:18.263Z,2020-11-08T08:40:18.263Z
80,22,21,2020-11-08T08:40:18.263Z,2020-11-08T08:40:18.263Z
90,7,12,2020-11-08T08:40:18.263Z,2020-11-08T08:40:18.263Z
