section,male,female,lastUpdate,date
0,,1,2020-11-08T08:40:18.263Z,2020-11-08T08:40:18.263Z
10,1.0,3,2020-11-08T08:40:18.263Z,2020-11-08T08:40:18.263Z
20,1.0,2,2020-11-08T08:40:18.263Z,2020-11-08T08:40:18.263Z
30,11.0,6,2020-11-08T08:40:18.263Z,2020-11-08T08:40:18.263Z
40,19.0,9,2020-11-08T08:40:18.263Z,2020-11-08T08:40:18.263Z
50,88.0,47,2020-11-08T08:40:18.263Z,2020-11-08T08:40:18.263Z
60,236.0,99,2020-11-08T08:40:18.263Z,2020-11-08T08:40:18.263Z
70,438.0,211,2020-11-08T08:40:18.263Z,2020-11-08T08:40:18.263Z
80,511.0,412,2020-11-08T08:40:18.263Z,2020-11-08T08:40:18.263Z
90,228.0,339,2020-11-08T08:40:18.263Z,2020-11-08T08:40:18.263Z
