Verified_Doctors,Verified_Nurses,isolated_Nurses,isolated_Doctors,isolated_Other_Sector,lastUpdate,date
127,267,532,294,1053,2020-08-26T19:35:18.907Z,2020-08-26T19:35:18.907Z
