total_beds,total_occupancy,easy_occupancy,medium_occupancy,hard_occupancy,critical_occupancy,lastUpdate
2892,397,90,49,102,151,2021-04-12T06:26:38.847Z
100,14,23,12,26,38,2021-04-12T06:26:38.847Z
