age_group,vaccinated_first_dose,vaccinated_second_dose,age_group_population,percent_vaccinated_first_dose,persent_vaccinated_second_dose,lastUpdate
10-19,331852,292703,1538337,21.6,19.0,2021-04-12T06:26:38.847Z
20-29,970221,869764,1300361,74.6,66.9,2021-04-12T06:26:38.847Z
30-39,945452,868033,1197026,79.0,72.5,2021-04-12T06:26:38.847Z
40-49,915721,854283,1098556,83.4,77.8,2021-04-12T06:26:38.847Z
50-59,748413,702477,849966,88.1,82.6,2021-04-12T06:26:38.847Z
60-69,662374,631352,741639,89.3,85.1,2021-04-12T06:26:38.847Z
70-79,479882,463287,490784,97.8,94.4,2021-04-12T06:26:38.847Z
80-89,214683,206527,225538,95.2,91.6,2021-04-12T06:26:38.847Z
90+,50627,47717,51496,98.3,92.7,2021-04-12T06:26:38.847Z
