section,male,female,lastUpdate,date
0,61851,58428,2021-04-12T06:26:38.847Z,2021-04-12T06:26:38.847Z
10,92182,83789,2021-04-12T06:26:38.847Z,2021-04-12T06:26:38.847Z
20,76906,80406,2021-04-12T06:26:38.847Z,2021-04-12T06:26:38.847Z
30,55840,59947,2021-04-12T06:26:38.847Z,2021-04-12T06:26:38.847Z
40,46434,51551,2021-04-12T06:26:38.847Z,2021-04-12T06:26:38.847Z
50,34582,37459,2021-04-12T06:26:38.847Z,2021-04-12T06:26:38.847Z
60,23605,23157,2021-04-12T06:26:38.847Z,2021-04-12T06:26:38.847Z
70,11799,11789,2021-04-12T06:26:38.847Z,2021-04-12T06:26:38.847Z
80,5270,7237,2021-04-12T06:26:38.847Z,2021-04-12T06:26:38.847Z
90,1439,2977,2021-04-12T06:26:38.847Z,2021-04-12T06:26:38.847Z
