section,male,female,lastUpdate,date
0,0,2,2021-02-03T21:05:49.047Z,2021-02-03T21:05:49.047Z
10,0,0,2021-02-03T21:05:49.047Z,2021-02-03T21:05:49.047Z
20,4,5,2021-02-03T21:05:49.047Z,2021-02-03T21:05:49.047Z
30,9,8,2021-02-03T21:05:49.047Z,2021-02-03T21:05:49.047Z
40,17,9,2021-02-03T21:05:49.047Z,2021-02-03T21:05:49.047Z
50,36,13,2021-02-03T21:05:49.047Z,2021-02-03T21:05:49.047Z
60,66,32,2021-02-03T21:05:49.047Z,2021-02-03T21:05:49.047Z
70,41,30,2021-02-03T21:05:49.047Z,2021-02-03T21:05:49.047Z
80,19,15,2021-02-03T21:05:49.047Z,2021-02-03T21:05:49.047Z
90,2,2,2021-02-03T21:05:49.047Z,2021-02-03T21:05:49.047Z
