section,male,female,lastUpdate,date
0,1,1,2020-12-16T07:26:35.617Z,2020-12-16T07:26:35.617Z
10,1,2,2020-12-16T07:26:35.617Z,2020-12-16T07:26:35.617Z
20,2,5,2020-12-16T07:26:35.617Z,2020-12-16T07:26:35.617Z
30,12,7,2020-12-16T07:26:35.617Z,2020-12-16T07:26:35.617Z
40,22,12,2020-12-16T07:26:35.617Z,2020-12-16T07:26:35.617Z
50,104,58,2020-12-16T07:26:35.617Z,2020-12-16T07:26:35.617Z
60,277,115,2020-12-16T07:26:35.617Z,2020-12-16T07:26:35.617Z
70,510,255,2020-12-16T07:26:35.617Z,2020-12-16T07:26:35.617Z
80,555,472,2020-12-16T07:26:35.617Z,2020-12-16T07:26:35.617Z
90,248,371,2020-12-16T07:26:35.617Z,2020-12-16T07:26:35.617Z
