section,male,female,lastUpdate,date
0,0,0,2020-11-01T20:49:06.480Z,2020-11-01T20:49:06.480Z
10,0,1,2020-11-01T20:49:06.480Z,2020-11-01T20:49:06.480Z
20,0,0,2020-11-01T20:49:06.480Z,2020-11-01T20:49:06.480Z
30,2,0,2020-11-01T20:49:06.480Z,2020-11-01T20:49:06.480Z
40,9,0,2020-11-01T20:49:06.480Z,2020-11-01T20:49:06.480Z
50,22,10,2020-11-01T20:49:06.480Z,2020-11-01T20:49:06.480Z
60,37,11,2020-11-01T20:49:06.480Z,2020-11-01T20:49:06.480Z
70,34,22,2020-11-01T20:49:06.480Z,2020-11-01T20:49:06.480Z
80,9,9,2020-11-01T20:49:06.480Z,2020-11-01T20:49:06.480Z
90,0,1,2020-11-01T20:49:06.480Z,2020-11-01T20:49:06.480Z
