section,male,female,lastUpdate,date
0,1,1,2020-12-31T08:25:58.400Z,2020-12-31T08:25:58.400Z
10,1,2,2020-12-31T08:25:58.400Z,2020-12-31T08:25:58.400Z
20,3,7,2020-12-31T08:25:58.400Z,2020-12-31T08:25:58.400Z
30,12,8,2020-12-31T08:25:58.400Z,2020-12-31T08:25:58.400Z
40,23,15,2020-12-31T08:25:58.400Z,2020-12-31T08:25:58.400Z
50,118,61,2020-12-31T08:25:58.400Z,2020-12-31T08:25:58.400Z
60,314,127,2020-12-31T08:25:58.400Z,2020-12-31T08:25:58.400Z
70,558,274,2020-12-31T08:25:58.400Z,2020-12-31T08:25:58.400Z
80,597,508,2020-12-31T08:25:58.400Z,2020-12-31T08:25:58.400Z
90,279,409,2020-12-31T08:25:58.400Z,2020-12-31T08:25:58.400Z
