age_group,vaccinated_first_dose,vaccinated_second_dose,age_group_population,percent_vaccinated_first_dose,persent_vaccinated_second_dose,lastUpdate
10-19,322444,273895,1538337,21.0,17.8,2021-04-01T05:29:11.760Z
20-29,948336,822254,1300361,72.9,63.2,2021-04-01T05:29:11.760Z
30-39,928306,831630,1197026,77.6,69.5,2021-04-01T05:29:11.760Z
40-49,904605,831312,1098556,82.3,75.7,2021-04-01T05:29:11.760Z
50-59,741155,689497,849966,87.2,81.1,2021-04-01T05:29:11.760Z
60-69,657914,624514,741639,88.7,84.2,2021-04-01T05:29:11.760Z
70-79,477345,459970,490784,97.3,93.7,2021-04-01T05:29:11.760Z
80-89,213358,204679,225538,94.6,90.8,2021-04-01T05:29:11.760Z
90+,50147,47235,51496,97.4,91.7,2021-04-01T05:29:11.760Z
