section,male,female,lastUpdate,date
0,7627,7363,2020-09-11T03:51:43.293Z,2020-09-11T03:51:43.293Z
10,17419,12316,2020-09-11T03:51:43.293Z,2020-09-11T03:51:43.293Z
20,15218,14565,2020-09-11T03:51:43.293Z,2020-09-11T03:51:43.293Z
30,10055,10064,2020-09-11T03:51:43.293Z,2020-09-11T03:51:43.293Z
40,8744,9541,2020-09-11T03:51:43.293Z,2020-09-11T03:51:43.293Z
50,6932,7278,2020-09-11T03:51:43.293Z,2020-09-11T03:51:43.293Z
60,4839,4489,2020-09-11T03:51:43.293Z,2020-09-11T03:51:43.293Z
70,2399,2248,2020-09-11T03:51:43.293Z,2020-09-11T03:51:43.293Z
80,1015,1370,2020-09-11T03:51:43.293Z,2020-09-11T03:51:43.293Z
90,247,597,2020-09-11T03:51:43.293Z,2020-09-11T03:51:43.293Z
