name,coronaOccupancy,normalOccupancy,isolatedTeam,lastUpdate,date
מעייני הישועה,129.62962962962962,95.52715301513672,34,2020-09-11T03:51:43.293Z,2020-09-11T03:51:43.293Z
שערי צדק,107.69230769230771,102.3341522216797,32,2020-09-11T03:51:43.293Z,2020-09-11T03:51:43.293Z
"רמב""ם",106.0606060606061,94.43299102783203,124,2020-09-11T03:51:43.293Z,2020-09-11T03:51:43.293Z
ברזילי,95.0,74.5,55,2020-09-11T03:51:43.293Z,2020-09-11T03:51:43.293Z
הדסה עין כרם,90.0,117.4089050292969,116,2020-09-11T03:51:43.293Z,2020-09-11T03:51:43.293Z
שיבא,85.0,99.30379486083984,51,2020-09-11T03:51:43.293Z,2020-09-11T03:51:43.293Z
הלל יפה,78.33333333333333,86.7961196899414,62,2020-09-11T03:51:43.293Z,2020-09-11T03:51:43.293Z
רבין ק. בילינסון,75.0,95.32933807373047,63,2020-09-11T03:51:43.293Z,2020-09-11T03:51:43.293Z
וולפסון,73.52941176470588,66.47145080566406,29,2020-09-11T03:51:43.293Z,2020-09-11T03:51:43.293Z
סוראסקי,65.71428571428571,106.1485900878906,65,2020-09-11T03:51:43.293Z,2020-09-11T03:51:43.293Z
לניאדו,64.28571428571429,85.23677062988281,80,2020-09-11T03:51:43.293Z,2020-09-11T03:51:43.293Z
נהריה,63.73626373626373,71.92254638671875,84,2020-09-11T03:51:43.293Z,2020-09-11T03:51:43.293Z
פוריה,62.5,65.91548919677734,48,2020-09-11T03:51:43.293Z,2020-09-11T03:51:43.293Z
קפלן,62.0,97.29241943359375,41,2020-09-11T03:51:43.293Z,2020-09-11T03:51:43.293Z
המרכזי בעמק,59.25925925925925,81.72413635253906,74,2020-09-11T03:51:43.293Z,2020-09-11T03:51:43.293Z
המשפחה הקדושה,59.09090909090909,145.0,17,2020-09-11T03:51:43.293Z,2020-09-11T03:51:43.293Z
מאיר,57.89473684210527,78.27763366699219,50,2020-09-11T03:51:43.293Z,2020-09-11T03:51:43.293Z
סנט ג'וזף,56.75675675675676,,0,2020-09-11T03:51:43.293Z,2020-09-11T03:51:43.293Z
בני ציון,54.347826086956516,84.29560852050781,31,2020-09-11T03:51:43.293Z,2020-09-11T03:51:43.293Z
שמיר (אסף הרופא),54.09836065573771,65.88103485107422,32,2020-09-11T03:51:43.293Z,2020-09-11T03:51:43.293Z
הכרמל,51.78571428571429,66.87116241455078,121,2020-09-11T03:51:43.293Z,2020-09-11T03:51:43.293Z
שניידר,50.0,91.5611801147461,35,2020-09-11T03:51:43.293Z,2020-09-11T03:51:43.293Z
זיו צפת,50.0,77.80979919433594,28,2020-09-11T03:51:43.293Z,2020-09-11T03:51:43.293Z
הסקוטי,45.454545454545446,100.0,4,2020-09-11T03:51:43.293Z,2020-09-11T03:51:43.293Z
השרון ק. גולדה,44.73684210526316,45.64315414428711,7,2020-09-11T03:51:43.293Z,2020-09-11T03:51:43.293Z
אסותא אשדוד,43.75,,15,2020-09-11T03:51:43.293Z,2020-09-11T03:51:43.293Z
אל מקאסד,39.130434782608695,,0,2020-09-11T03:51:43.293Z,2020-09-11T03:51:43.293Z
סורוקה,32.05128205128205,78.10599517822266,69,2020-09-11T03:51:43.293Z,2020-09-11T03:51:43.293Z
סנט וינסנט,12.5,53.73134231567383,15,2020-09-11T03:51:43.293Z,2020-09-11T03:51:43.293Z
אוגוסטה ויקטוריה,0.0,,0,2020-09-11T03:51:43.293Z,2020-09-11T03:51:43.293Z
